accountNumber,sortCode,date,targetAccountNumber,targetSortCode,amount
4670701356,32-51-21,Wed Jun 08 2022 22:27:01 GMT+0100 (British Summer Time),5893995624,11-81-70,1746
4670701356,32-51-21,Thu Aug 04 2022 11:14:13 GMT+0100 (British Summer Time),1468332938,84-81-95,9460
4670701356,32-51-21,Sun Feb 13 2022 16:14:49 GMT+0000 (Greenwich Mean Time),9507876439,76-89-64,7435
4670701356,32-51-21,Wed Mar 30 2022 09:19:30 GMT+0100 (British Summer Time),3876317679,83-69-81,8324
4670701356,32-51-21,Tue Feb 01 2022 17:10:13 GMT+0000 (Greenwich Mean Time),8940662637,12-18-11,1756
4670701356,32-51-21,Tue Jun 14 2022 11:02:47 GMT+0100 (British Summer Time),3735739941,10-43-39,5746
4670701356,32-51-21,Thu Nov 10 2022 15:39:47 GMT+0000 (Greenwich Mean Time),7102961235,57-82-81,308
4670701356,32-51-21,Sat Jul 16 2022 08:16:01 GMT+0100 (British Summer Time),6052058920,22-91-58,8292
4670701356,32-51-21,Tue May 31 2022 06:19:26 GMT+0100 (British Summer Time),6443618626,68-40-76,8434
4670701356,32-51-21,Sat Mar 26 2022 07:10:52 GMT+0000 (Greenwich Mean Time),5791615776,24-59-85,6658
4670701356,32-51-21,Thu Jun 09 2022 12:08:09 GMT+0100 (British Summer Time),6236410677,16-50-52,320
4670701356,32-51-21,Mon Dec 05 2022 16:03:55 GMT+0000 (Greenwich Mean Time),3258000002,53-77-49,6714
4670701356,32-51-21,Tue Feb 08 2022 01:20:08 GMT+0000 (Greenwich Mean Time),5326240842,14-51-68,4684
4670701356,32-51-21,Fri Apr 01 2022 21:16:41 GMT+0100 (British Summer Time),8636784933,99-47-89,4658
4670701356,32-51-21,Thu Feb 17 2022 23:56:13 GMT+0000 (Greenwich Mean Time),5883874193,39-41-22,7179
4670701356,32-51-21,Mon Jun 20 2022 13:20:10 GMT+0100 (British Summer Time),3227125685,50-23-41,837
4670701356,32-51-21,Tue Jul 19 2022 18:55:02 GMT+0100 (British Summer Time),8394773794,42-37-99,1845
4670701356,32-51-21,Wed Jan 11 2023 10:11:38 GMT+0000 (Greenwich Mean Time),6426454399,58-53-11,412
4670701356,32-51-21,Thu Feb 03 2022 06:14:08 GMT+0000 (Greenwich Mean Time),7521192590,85-86-86,4618
4670701356,32-51-21,Thu Jun 30 2022 20:19:53 GMT+0100 (British Summer Time),1576628791,95-78-97,3250
4670701356,32-51-21,Fri Sep 30 2022 12:23:16 GMT+0100 (British Summer Time),5890965156,59-87-11,3885
4670701356,32-51-21,Mon May 02 2022 01:57:10 GMT+0100 (British Summer Time),3022067162,55-66-34,9147
4670701356,32-51-21,Sat Feb 05 2022 22:58:47 GMT+0000 (Greenwich Mean Time),9674504707,75-68-29,7887
4670701356,32-51-21,Fri Jul 22 2022 04:24:45 GMT+0100 (British Summer Time),3762099513,82-70-83,1375
4670701356,32-51-21,Sat Nov 19 2022 07:22:17 GMT+0000 (Greenwich Mean Time),3342915249,53-53-35,2121
4670701356,32-51-21,Sat Dec 31 2022 16:12:47 GMT+0000 (Greenwich Mean Time),1114304413,24-29-29,4300
4670701356,32-51-21,Tue Oct 11 2022 16:26:07 GMT+0100 (British Summer Time),6963175923,85-46-14,1007
4670701356,32-51-21,Tue Mar 01 2022 16:11:08 GMT+0000 (Greenwich Mean Time),4969898063,16-36-72,3430
4670701356,32-51-21,Fri Jun 03 2022 10:11:19 GMT+0100 (British Summer Time),5191575262,34-36-52,1467
4670701356,32-51-21,Fri Jan 06 2023 14:04:41 GMT+0000 (Greenwich Mean Time),6982574063,18-43-64,3019
4670701356,32-51-21,Fri Sep 16 2022 21:18:56 GMT+0100 (British Summer Time),9522556598,11-67-30,3496
4670701356,32-51-21,Fri Feb 04 2022 03:13:28 GMT+0000 (Greenwich Mean Time),6708701569,50-19-70,9104
4670701356,32-51-21,Sat Sep 24 2022 12:15:07 GMT+0100 (British Summer Time),1887172577,63-81-25,2738
4670701356,32-51-21,Mon Aug 08 2022 14:57:46 GMT+0100 (British Summer Time),2600223980,95-19-65,5581
4670701356,32-51-21,Tue Jul 12 2022 04:25:58 GMT+0100 (British Summer Time),8792761076,48-20-56,2743
4670701356,32-51-21,Tue Sep 13 2022 06:09:18 GMT+0100 (British Summer Time),5616128343,30-55-67,636
4670701356,32-51-21,Wed Nov 30 2022 06:12:33 GMT+0000 (Greenwich Mean Time),7721582653,94-16-99,7529
4670701356,32-51-21,Wed Aug 10 2022 03:48:41 GMT+0100 (British Summer Time),1196764280,60-29-19,62
4670701356,32-51-21,Tue Sep 13 2022 23:33:55 GMT+0100 (British Summer Time),2180184386,21-15-79,8754
4670701356,32-51-21,Fri Jun 10 2022 08:23:08 GMT+0100 (British Summer Time),7124642046,93-15-71,3188
4670701356,32-51-21,Sun Feb 06 2022 17:31:51 GMT+0000 (Greenwich Mean Time),1605318891,74-35-42,7135
4670701356,32-51-21,Mon Oct 31 2022 20:33:56 GMT+0000 (Greenwich Mean Time),1845191632,21-38-20,2355
4670701356,32-51-21,Fri Jun 24 2022 13:49:55 GMT+0100 (British Summer Time),4165636774,39-48-82,1742
4670701356,32-51-21,Mon Feb 14 2022 05:43:42 GMT+0000 (Greenwich Mean Time),5131406396,84-72-13,5682
4670701356,32-51-21,Sat Jun 11 2022 14:19:08 GMT+0100 (British Summer Time),5315152816,98-32-10,6582
4670701356,32-51-21,Thu Apr 07 2022 04:10:33 GMT+0100 (British Summer Time),7665445739,18-42-24,9360
4670701356,32-51-21,Sun Aug 07 2022 08:30:07 GMT+0100 (British Summer Time),2570676315,64-44-17,9014
4670701356,32-51-21,Tue May 03 2022 19:50:29 GMT+0100 (British Summer Time),8014080446,48-23-34,6069
4670701356,32-51-21,Thu Dec 29 2022 16:05:08 GMT+0000 (Greenwich Mean Time),3625497252,45-82-60,730
4670701356,32-51-21,Mon May 09 2022 16:57:34 GMT+0100 (British Summer Time),9492799258,59-30-39,1020
4670701356,32-51-21,Sun Mar 27 2022 16:45:52 GMT+0100 (British Summer Time),2540030928,79-48-49,2957
4670701356,32-51-21,Sun Jul 31 2022 06:06:16 GMT+0100 (British Summer Time),6031319104,75-52-55,4625
4670701356,32-51-21,Tue May 10 2022 02:05:46 GMT+0100 (British Summer Time),1932133195,41-54-83,2735
4670701356,32-51-21,Mon Aug 08 2022 05:18:47 GMT+0100 (British Summer Time),5675883471,47-29-75,6443
4670701356,32-51-21,Wed Nov 23 2022 13:13:47 GMT+0000 (Greenwich Mean Time),7832983988,30-23-69,3862
4670701356,32-51-21,Fri Jun 03 2022 12:42:57 GMT+0100 (British Summer Time),1434580232,92-90-39,971
4670701356,32-51-21,Sat May 14 2022 23:07:11 GMT+0100 (British Summer Time),5190386892,54-42-74,6335
4670701356,32-51-21,Thu Sep 22 2022 19:17:04 GMT+0100 (British Summer Time),9056677024,49-96-48,9219
4670701356,32-51-21,Sat Mar 12 2022 21:05:13 GMT+0000 (Greenwich Mean Time),8637969411,62-54-85,949
4670701356,32-51-21,Sat Nov 19 2022 19:25:17 GMT+0000 (Greenwich Mean Time),4706202385,89-61-40,1128
4670701356,32-51-21,Wed Dec 07 2022 11:27:08 GMT+0000 (Greenwich Mean Time),1033992837,74-28-74,7163
4670701356,32-51-21,Thu Oct 27 2022 22:20:05 GMT+0100 (British Summer Time),1792955040,56-21-73,8372
4670701356,32-51-21,Wed Nov 30 2022 07:01:33 GMT+0000 (Greenwich Mean Time),6159468953,72-43-85,1669
4670701356,32-51-21,Sat Nov 05 2022 17:00:40 GMT+0000 (Greenwich Mean Time),6891521020,52-17-67,3415
4670701356,32-51-21,Sat Mar 26 2022 21:07:12 GMT+0000 (Greenwich Mean Time),6895587529,26-56-43,7477
4670701356,32-51-21,Wed Oct 26 2022 11:27:47 GMT+0100 (British Summer Time),9169763566,90-50-63,5622
4670701356,32-51-21,Tue Jan 17 2023 17:49:02 GMT+0000 (Greenwich Mean Time),8371263247,55-65-16,1019
4670701356,32-51-21,Sun Oct 30 2022 06:12:38 GMT+0000 (Greenwich Mean Time),9338440530,76-32-75,4591
4670701356,32-51-21,Sun Aug 07 2022 18:31:08 GMT+0100 (British Summer Time),5991903919,14-88-84,5025
4670701356,32-51-21,Mon May 23 2022 18:08:03 GMT+0100 (British Summer Time),8902771602,31-51-10,9474
4670701356,32-51-21,Wed Sep 28 2022 21:52:23 GMT+0100 (British Summer Time),1219548417,18-87-31,6770
4670701356,32-51-21,Fri Feb 04 2022 14:27:41 GMT+0000 (Greenwich Mean Time),7141745845,88-98-34,238
4670701356,32-51-21,Sat Mar 05 2022 12:46:13 GMT+0000 (Greenwich Mean Time),1341394000,92-48-15,9923
4670701356,32-51-21,Thu Nov 17 2022 03:05:14 GMT+0000 (Greenwich Mean Time),7126806597,24-44-32,9194
4670701356,32-51-21,Tue Jan 10 2023 08:36:43 GMT+0000 (Greenwich Mean Time),9208034311,90-12-37,1213
4670701356,32-51-21,Wed Jan 18 2023 14:01:04 GMT+0000 (Greenwich Mean Time),1959017490,48-40-79,1017
4670701356,32-51-21,Wed Dec 14 2022 06:13:55 GMT+0000 (Greenwich Mean Time),6554769900,26-18-91,5933
4670701356,32-51-21,Tue Oct 11 2022 16:06:05 GMT+0100 (British Summer Time),2811088406,19-97-42,9750
4670701356,32-51-21,Thu Mar 10 2022 06:47:35 GMT+0000 (Greenwich Mean Time),7325433878,84-21-49,2749
4670701356,32-51-21,Fri Dec 16 2022 21:05:39 GMT+0000 (Greenwich Mean Time),6333616624,89-10-82,1393
4670701356,32-51-21,Wed Jun 15 2022 03:21:53 GMT+0100 (British Summer Time),2896183191,30-71-95,6363
4670701356,32-51-21,Fri Aug 19 2022 01:22:26 GMT+0100 (British Summer Time),9810922484,11-64-99,7195
4670701356,32-51-21,Fri Sep 23 2022 15:34:46 GMT+0100 (British Summer Time),7008478088,63-85-39,9785
4670701356,32-51-21,Thu Nov 03 2022 11:05:21 GMT+0000 (Greenwich Mean Time),9453194061,46-59-57,2862
4670701356,32-51-21,Wed Nov 02 2022 04:25:49 GMT+0000 (Greenwich Mean Time),5254217017,17-47-71,5646
4670701356,32-51-21,Sat Jan 14 2023 12:35:28 GMT+0000 (Greenwich Mean Time),5492240668,33-76-52,2583
4670701356,32-51-21,Thu Nov 17 2022 07:44:51 GMT+0000 (Greenwich Mean Time),1218246488,26-63-68,1243
4670701356,32-51-21,Sat Nov 19 2022 09:15:29 GMT+0000 (Greenwich Mean Time),4709100847,24-81-22,9261
4670701356,32-51-21,Sat Jul 02 2022 08:25:06 GMT+0100 (British Summer Time),3914387405,75-77-44,9752
4670701356,32-51-21,Thu Feb 24 2022 04:31:39 GMT+0000 (Greenwich Mean Time),5240195616,37-11-38,4342
4670701356,32-51-21,Mon Jul 18 2022 13:39:13 GMT+0100 (British Summer Time),6518942008,85-23-46,195
4670701356,32-51-21,Tue Jan 10 2023 15:17:15 GMT+0000 (Greenwich Mean Time),7693372457,48-75-11,2866
4670701356,32-51-21,Mon Oct 03 2022 03:31:35 GMT+0100 (British Summer Time),5792508176,32-93-55,5988
4670701356,32-51-21,Thu Jan 27 2022 14:33:33 GMT+0000 (Greenwich Mean Time),6143972857,74-81-58,7947
4670701356,32-51-21,Wed Dec 28 2022 16:43:09 GMT+0000 (Greenwich Mean Time),4652096924,60-23-57,1366
4670701356,32-51-21,Thu Nov 10 2022 14:50:49 GMT+0000 (Greenwich Mean Time),7453449401,56-76-12,8089
4670701356,32-51-21,Thu Jul 28 2022 23:48:16 GMT+0100 (British Summer Time),1092253020,16-54-15,4065
4670701356,32-51-21,Sat Dec 24 2022 21:19:48 GMT+0000 (Greenwich Mean Time),5243363693,62-71-37,21
4670701356,32-51-21,Wed Mar 02 2022 03:04:29 GMT+0000 (Greenwich Mean Time),7226154940,21-30-97,8646
4670701356,32-51-21,Sat Jun 18 2022 04:43:21 GMT+0100 (British Summer Time),8528739152,73-76-37,5797
4670701356,32-51-21,Thu Aug 18 2022 17:23:10 GMT+0100 (British Summer Time),2503086923,19-14-25,1436
4670701356,32-51-21,Fri Dec 30 2022 00:33:20 GMT+0000 (Greenwich Mean Time),7028540624,26-14-79,244
4670701356,32-51-21,Mon May 30 2022 19:05:15 GMT+0100 (British Summer Time),1395192571,14-53-55,5986
4670701356,32-51-21,Mon Aug 22 2022 11:44:52 GMT+0100 (British Summer Time),8929566606,54-74-87,7113
4670701356,32-51-21,Mon Jan 16 2023 10:50:55 GMT+0000 (Greenwich Mean Time),8707880072,51-97-33,9461
4670701356,32-51-21,Fri Jan 20 2023 16:33:39 GMT+0000 (Greenwich Mean Time),6079466118,16-11-41,4124
4670701356,32-51-21,Sun Feb 20 2022 04:23:21 GMT+0000 (Greenwich Mean Time),1440868788,50-64-58,8037
4670701356,32-51-21,Sat Oct 29 2022 18:09:41 GMT+0100 (British Summer Time),4770508256,64-76-34,7650
4670701356,32-51-21,Sun Aug 28 2022 21:05:34 GMT+0100 (British Summer Time),4993664643,12-49-37,9106
4670701356,32-51-21,Wed May 25 2022 04:30:30 GMT+0100 (British Summer Time),3149579096,67-17-54,6396
4670701356,32-51-21,Tue Feb 22 2022 23:42:45 GMT+0000 (Greenwich Mean Time),7299651081,16-42-40,3840
4670701356,32-51-21,Fri Feb 18 2022 02:15:01 GMT+0000 (Greenwich Mean Time),5388169601,14-24-35,7829
4670701356,32-51-21,Thu Nov 17 2022 18:57:12 GMT+0000 (Greenwich Mean Time),6384538870,64-83-14,3248
4670701356,32-51-21,Wed Jul 20 2022 03:25:09 GMT+0100 (British Summer Time),3501624347,35-20-42,5533
4670701356,32-51-21,Sun May 22 2022 07:13:35 GMT+0100 (British Summer Time),6399701816,78-73-75,1891
4670701356,32-51-21,Tue Jun 07 2022 15:46:07 GMT+0100 (British Summer Time),8989672760,20-91-63,9212
4670701356,32-51-21,Thu May 19 2022 05:02:09 GMT+0100 (British Summer Time),8949740009,23-75-65,6564
4670701356,32-51-21,Fri May 13 2022 00:06:35 GMT+0100 (British Summer Time),6669161710,94-39-84,9789
4670701356,32-51-21,Thu Jul 21 2022 07:54:10 GMT+0100 (British Summer Time),3153720579,17-43-60,9264
4670701356,32-51-21,Fri May 13 2022 23:21:23 GMT+0100 (British Summer Time),2287024365,40-27-91,644
4670701356,32-51-21,Sun Jun 12 2022 20:05:06 GMT+0100 (British Summer Time),9775415762,67-29-57,8051
4670701356,32-51-21,Sun Jan 30 2022 17:58:05 GMT+0000 (Greenwich Mean Time),3845569415,83-64-27,9331
4670701356,32-51-21,Sun Nov 27 2022 19:41:24 GMT+0000 (Greenwich Mean Time),4620720524,24-88-46,6033
4670701356,32-51-21,Fri May 06 2022 07:18:01 GMT+0100 (British Summer Time),7103968788,62-50-47,8037
4670701356,32-51-21,Mon Feb 14 2022 13:01:09 GMT+0000 (Greenwich Mean Time),8973081051,39-12-37,2247
4670701356,32-51-21,Fri May 06 2022 22:14:09 GMT+0100 (British Summer Time),1461983565,44-49-91,2347
4670701356,32-51-21,Thu Dec 15 2022 22:39:53 GMT+0000 (Greenwich Mean Time),8172946884,35-99-70,877
4670701356,32-51-21,Thu Sep 01 2022 14:02:59 GMT+0100 (British Summer Time),3272723104,54-49-86,6617
4670701356,32-51-21,Sun Jul 24 2022 16:56:41 GMT+0100 (British Summer Time),7644992879,92-25-12,7627
4670701356,32-51-21,Tue Aug 02 2022 23:25:24 GMT+0100 (British Summer Time),7385265316,48-98-44,7752
3617787278,35-19-19,Sun Feb 20 2022 06:59:49 GMT+0000 (Greenwich Mean Time),8043795774,79-71-12,4708
3617787278,35-19-19,Sun Jul 03 2022 06:40:22 GMT+0100 (British Summer Time),5527379166,91-62-30,3231
3617787278,35-19-19,Fri Aug 19 2022 11:21:01 GMT+0100 (British Summer Time),1355276206,28-82-17,1668
3617787278,35-19-19,Wed Mar 09 2022 17:58:43 GMT+0000 (Greenwich Mean Time),8121607576,11-70-95,7397
3617787278,35-19-19,Thu Oct 20 2022 03:50:02 GMT+0100 (British Summer Time),5352807548,94-93-34,2961
3617787278,35-19-19,Fri Jun 03 2022 05:10:12 GMT+0100 (British Summer Time),4792476168,73-79-12,4379
3617787278,35-19-19,Tue Feb 15 2022 20:03:25 GMT+0000 (Greenwich Mean Time),6753463635,95-10-44,2826
3617787278,35-19-19,Fri Jan 28 2022 08:37:22 GMT+0000 (Greenwich Mean Time),7195486472,83-94-51,4121
3617787278,35-19-19,Tue Dec 20 2022 17:35:00 GMT+0000 (Greenwich Mean Time),8323734688,35-14-88,2311
3617787278,35-19-19,Sun Jul 10 2022 03:06:05 GMT+0100 (British Summer Time),7747221665,73-31-87,4028
3617787278,35-19-19,Thu Jun 02 2022 05:20:27 GMT+0100 (British Summer Time),5666175949,39-33-44,4044
3617787278,35-19-19,Thu Oct 27 2022 07:26:11 GMT+0100 (British Summer Time),7870018994,26-27-26,185
3617787278,35-19-19,Sun Nov 13 2022 10:33:05 GMT+0000 (Greenwich Mean Time),2023227893,34-86-71,5212
3617787278,35-19-19,Thu Sep 08 2022 14:31:14 GMT+0100 (British Summer Time),3398979251,61-72-67,2357
3617787278,35-19-19,Thu Jun 02 2022 18:20:00 GMT+0100 (British Summer Time),5602934877,74-73-20,794
3617787278,35-19-19,Tue May 24 2022 00:07:09 GMT+0100 (British Summer Time),7367820218,32-23-37,2429
3617787278,35-19-19,Wed May 04 2022 18:01:49 GMT+0100 (British Summer Time),8356708326,35-56-80,7947
3617787278,35-19-19,Fri Oct 21 2022 20:55:43 GMT+0100 (British Summer Time),6796291705,86-31-43,2559
3617787278,35-19-19,Mon Jul 25 2022 08:11:41 GMT+0100 (British Summer Time),9803568642,82-35-49,8872
3617787278,35-19-19,Sun Oct 23 2022 04:51:05 GMT+0100 (British Summer Time),8192982319,63-48-31,8697
3617787278,35-19-19,Wed Jun 22 2022 03:46:47 GMT+0100 (British Summer Time),7485991050,98-86-19,1350
3617787278,35-19-19,Mon Jul 18 2022 06:43:15 GMT+0100 (British Summer Time),4032400281,94-90-83,7354
3617787278,35-19-19,Thu May 12 2022 06:58:29 GMT+0100 (British Summer Time),9122262248,74-81-15,175
3617787278,35-19-19,Sat Jan 29 2022 17:08:25 GMT+0000 (Greenwich Mean Time),9046161375,58-72-93,2037
3617787278,35-19-19,Thu Jul 21 2022 08:10:43 GMT+0100 (British Summer Time),2289400163,29-54-11,5171
3617787278,35-19-19,Fri Mar 18 2022 17:55:39 GMT+0000 (Greenwich Mean Time),4922858988,69-99-99,9317
3617787278,35-19-19,Tue Jun 14 2022 19:05:39 GMT+0100 (British Summer Time),3579275708,92-71-46,5351
3617787278,35-19-19,Sun Dec 18 2022 03:08:21 GMT+0000 (Greenwich Mean Time),2847539583,79-29-50,9113
3617787278,35-19-19,Sun Jan 01 2023 16:14:33 GMT+0000 (Greenwich Mean Time),8850234336,78-50-22,8939
3617787278,35-19-19,Mon Oct 03 2022 18:15:53 GMT+0100 (British Summer Time),5878675624,10-97-35,4580
3617787278,35-19-19,Sat Mar 26 2022 20:22:37 GMT+0000 (Greenwich Mean Time),7028346886,87-73-66,1667
3617787278,35-19-19,Tue Nov 15 2022 23:46:49 GMT+0000 (Greenwich Mean Time),1834462409,64-46-71,8002
3617787278,35-19-19,Fri Sep 16 2022 06:25:48 GMT+0100 (British Summer Time),4381490558,41-99-31,4354
3617787278,35-19-19,Sun Nov 20 2022 16:38:33 GMT+0000 (Greenwich Mean Time),6852819950,74-65-89,5169
